"","site","vernacular_name","life_stage","count","water_type","tolerance","trophic_class","native","tsn","rank_name","class","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","species","gradient","basin","drainage_size"
"395","CORB","white sucker","adult",15,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","degraded","North/East","Mid-Order"
"396","CROK","brown bullhead","adult",1,"warm_water","tolerant","generalist","native","164043","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Ameiurus","Ameiurus_nebulosus","moderately degraded","North/East","Headwater"
"397","CROK","creek chub","adult",14,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus","moderately degraded","North/East","Headwater"
"398","CROK","longnose dace","adult",2,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","moderately degraded","North/East","Headwater"
"399","CROK","tessellated darter","adult",3,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","moderately degraded","North/East","Headwater"
"400","CROK","white sucker","adult",1,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","moderately degraded","North/East","Headwater"
"401","CROS","bluegill","adult",3,"warm_water","tolerant","generalist","native","168141","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_macrochirus","moderately degraded","North/East","Headwater"
"402","CROS","brook trout","adult",2,"cold_water","intolerant","top_carnivore","native","162003","Species","Teleostei","Protacanthopterygii","Salmoniformes",NA,NA,"Salmonidae","Salmoninae",NA,"Salvelinus","Salvelinus_fontinalis","moderately degraded","North/East","Headwater"
"403","CROS","brown trout","adult",2,"cold_water","intolerant","top_carnivore","non_native","161997","Species","Teleostei","Protacanthopterygii","Salmoniformes",NA,NA,"Salmonidae","Salmoninae",NA,"Salmo","Salmo_trutta","moderately degraded","North/East","Headwater"
"404","CROS","cutlips minnow","adult",6,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua","moderately degraded","North/East","Headwater"
"405","CROS","largemouth bass","adult",5,"warm_water","moderately_tolerant","top_carnivore","native","168160","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_salmoides","moderately degraded","North/East","Headwater"
"406","CROS","longnose dace","adult",8,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","moderately degraded","North/East","Headwater"
"407","CROS","redfin pickerel","adult",1,"warm_water","moderately_tolerant","top_carnivore","native","162140","Species","Teleostei","Protacanthopterygii","Esociformes",NA,NA,"Esocidae",NA,NA,"Esox","Esox_americanus","moderately degraded","North/East","Headwater"
"408","CROS","smallmouth bass","adult",2,"facultative_water","moderately_tolerant","top_carnivore","native","550562","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_dolomieu","moderately degraded","North/East","Headwater"
"409","CROS","tessellated darter","adult",10,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","moderately degraded","North/East","Headwater"
"410","DELA_1","american eel","adult",1,"warm_water","tolerant","top_carnivore","native","161127","Species","Teleostei","Elopomorpha","Anguilliformes","Anguilloidei",NA,"Anguillidae",NA,NA,"Anguilla","Anguilla_rostrata","degraded","North/East","Mid-Order"
"411","DELA_1","american shad","adult",20,"warm_water","moderately_tolerant","PI","native","161702","Species","Teleostei","Clupeomorpha","Clupeiformes","Clupeoidei",NA,"Clupeidae","Alosinae",NA,"Alosa","Alosa_sapidissima","degraded","North/East","Mid-Order"
"412","DELA_1","comely shiner","adult",2,"warm_water","tolerant","water_column_insectivore","native","163401","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_amoenus","degraded","North/East","Mid-Order"
"413","DELA_1","cutlips minnow","adult",4,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua","degraded","North/East","Mid-Order"
"414","DELA_1","fallfish","adult",323,"facultative_water","moderately_tolerant","generalist","native","163375","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_corporalis","degraded","North/East","Mid-Order"
"415","DELA_1","longnose dace","adult",1,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","degraded","North/East","Mid-Order"
"416","DELA_1","margined madtom","adult",10,"warm_water","moderately_tolerant","benthic_insectivore","native","164004","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Noturus","Noturus_insignis","degraded","North/East","Mid-Order"
"417","DELA_1","northern hog sucker","adult",2,"warm_water","moderately_tolerant","generalist","native","163949","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Moxostomatini","Hypentelium","Hypentelium_nigricans","degraded","North/East","Mid-Order"
"418","DELA_1","rock bass","adult",2,"facultative_water","moderately_tolerant","top_carnivore","native","168097","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Ambloplites","Ambloplites_rupestris","degraded","North/East","Mid-Order"
"419","DELA_1","sea lamprey","adult",20,"facultative_water","moderately_tolerant","PF","native","159722","Species","Cephalaspidomorphi",NA,"Petromyzontiformes",NA,NA,"Petromyzontidae",NA,NA,"Petromyzon","Petromyzon_marinus","degraded","North/East","Mid-Order"
"420","DELA_1","shield darter","adult",4,"facultative_water","moderately_tolerant","benthic_insectivore","native","168474","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Percina","Percina_peltata","degraded","North/East","Mid-Order"
"421","DELA_1","smallmouth bass","adult",20,"facultative_water","moderately_tolerant","top_carnivore","native","550562","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_dolomieu","degraded","North/East","Mid-Order"
"422","DELA_1","tessellated darter","adult",9,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","degraded","North/East","Mid-Order"
"423","DELA_1","white sucker","adult",31,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","degraded","North/East","Mid-Order"
"424","EDEL","blacknose dace","adult",8,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus","reference","North/East","Headwater"
"425","EDEL","longnose dace","adult",1,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","reference","North/East","Headwater"
"426","EDEL","smallmouth bass","adult",2,"facultative_water","moderately_tolerant","top_carnivore","native","550562","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_dolomieu","reference","North/East","Headwater"
"427","EDEL","tessellated darter","adult",6,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","reference","North/East","Headwater"
"428","EDEL","white sucker","adult",4,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","reference","North/East","Headwater"
"429","GCHZ","bluntnose minnow","adult",40,"warm_water","tolerant","generalist","native","163516","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_notatus","degraded","North/East","Mid-Order"
"430","GCHZ","common shiner","adult",9,"facultative_water","moderately_tolerant","generalist","native","163836","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Luxilus","Luxilus_cornutus","degraded","North/East","Mid-Order"
"431","GCHZ","creek chub","adult",15,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus","degraded","North/East","Mid-Order"
"432","GCHZ","cutlips minnow","adult",10,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua","degraded","North/East","Mid-Order"
"433","GCHZ","fallfish","adult",20,"facultative_water","moderately_tolerant","generalist","native","163375","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_corporalis","degraded","North/East","Mid-Order"
"434","GCHZ","fantail darter","adult",12,"warm_water","moderately_tolerant","benthic_insectivore","native","168394","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_flabellare","degraded","North/East","Mid-Order"
"435","GCHZ","largemouth bass","adult",2,"warm_water","moderately_tolerant","top_carnivore","native","168160","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_salmoides","degraded","North/East","Mid-Order"
"436","GCHZ","logperch","adult",40,"warm_water","moderately_tolerant","benthic_insectivore","native","168472","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Percina","Percina_caprodes","degraded","North/East","Mid-Order"
"437","GCHZ","longnose dace","adult",11,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","degraded","North/East","Mid-Order"
"438","GCHZ","mimic shiner","adult",7,"warm_water","moderately_tolerant","generalist","native","163421","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_volucellus","degraded","North/East","Mid-Order"
"439","GCHZ","northern redbelly dace","adult",1,"cold_water","moderately_tolerant","generalist","native","913993","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Chrosomus","Chrosomus_eos","degraded","North/East","Mid-Order"
"440","GCHZ","pumpkinseed","adult",10,"warm_water","moderately_tolerant","generalist","native","168144","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_gibbosus","degraded","North/East","Mid-Order"
"441","GCHZ","rock bass","adult",13,"facultative_water","moderately_tolerant","top_carnivore","native","168097","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Ambloplites","Ambloplites_rupestris","degraded","North/East","Mid-Order"
"442","GCHZ","silver redhorse","adult",6,"warm_water","moderately_tolerant","benthic_insectivore","native","163933","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Moxostomatini","Moxostoma","Moxostoma_anisurum","degraded","North/East","Mid-Order"
"443","GCHZ","smallmouth bass","adult",6,"facultative_water","moderately_tolerant","top_carnivore","native","550562","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_dolomieu","degraded","North/East","Mid-Order"
"444","GCHZ","spotfin shiner","adult",1,"warm_water","tolerant","water_column_insectivore","native","163803","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Cyprinella","Cyprinella_spiloptera","degraded","North/East","Mid-Order"
"445","GCHZ","spottail shiner","adult",6,"warm_water","moderately_tolerant","water_column_insectivore","native","163404","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_hudsonius","degraded","North/East","Mid-Order"
"446","GCHZ","tessellated darter","adult",43,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","degraded","North/East","Mid-Order"
"447","GCHZ","white sucker","adult",18,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","degraded","North/East","Mid-Order"
"448","GIPS","bluegill","adult",1,"warm_water","tolerant","generalist","native","168141","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_macrochirus","reference","North/East","Headwater"
"449","GIPS","largemouth bass","adult",1,"warm_water","moderately_tolerant","top_carnivore","native","168160","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_salmoides","reference","North/East","Headwater"
"450","GIPS","pumpkinseed","adult",1,"warm_water","moderately_tolerant","generalist","native","168144","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_gibbosus","reference","North/East","Headwater"
"451","GIPS","redbreast sunfish","adult",2,"warm_water","moderately_tolerant","generalist","native","168131","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_auritus","reference","North/East","Headwater"
"452","GIPS","redfin pickerel","adult",6,"warm_water","moderately_tolerant","top_carnivore","native","162140","Species","Teleostei","Protacanthopterygii","Esociformes",NA,NA,"Esocidae",NA,NA,"Esox","Esox_americanus","reference","North/East","Headwater"
"453","GIPS","rock bass","adult",1,"facultative_water","moderately_tolerant","top_carnivore","native","168097","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Ambloplites","Ambloplites_rupestris","reference","North/East","Headwater"
"454","GIPS","white sucker","adult",3,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","reference","North/East","Headwater"
"455","GIPS","yellow bullhead","adult",1,"warm_water","tolerant","generalist","native","164041","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Ameiurus","Ameiurus_natalis","reference","North/East","Headwater"
"456","GIPS","yellow perch","adult",5,"facultative_water","moderately_tolerant","top_carnivore","native","168469","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Perca","Perca_flavescens","reference","North/East","Headwater"
"457","HACK","black crappie","adult",32,"warm_water","moderately_tolerant","top_carnivore","native","168167","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Pomoxis","Pomoxis_nigromaculatus","degraded","North/East","Headwater"
"458","HACK","bluegill","adult",28,"warm_water","tolerant","generalist","native","168141","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_macrochirus","degraded","North/East","Headwater"
"459","HACK","brown bullhead","adult",24,"warm_water","tolerant","generalist","native","164043","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Ameiurus","Ameiurus_nebulosus","degraded","North/East","Headwater"
"460","HACK","common carp","adult",3,"warm_water","tolerant","generalist","non_native","163344","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Cyprinus","Cyprinus_carpio","degraded","North/East","Headwater"
"461","HACK","eastern mudminnow","adult",5,"warm_water","tolerant","generalist","native","162148","Species","Teleostei","Protacanthopterygii","Esociformes",NA,NA,"Umbridae",NA,NA,"Umbra","Umbra_pygmaea","degraded","North/East","Headwater"
"462","HACK","golden shiner","adult",50,"warm_water","tolerant","generalist","native","163368","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notemigonus","Notemigonus_crysoleucas","degraded","North/East","Headwater"
"463","HACK","largemouth bass","adult",58,"warm_water","moderately_tolerant","top_carnivore","native","168160","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_salmoides","degraded","North/East","Headwater"
"464","HACK","pumpkinseed","adult",28,"warm_water","moderately_tolerant","generalist","native","168144","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_gibbosus","degraded","North/East","Headwater"
"465","HACK","redbreast sunfish","adult",29,"warm_water","moderately_tolerant","generalist","native","168131","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_auritus","degraded","North/East","Headwater"
"466","HACK","redfin pickerel","adult",28,"warm_water","moderately_tolerant","top_carnivore","native","162140","Species","Teleostei","Protacanthopterygii","Esociformes",NA,NA,"Esocidae",NA,NA,"Esox","Esox_americanus","degraded","North/East","Headwater"
"467","HACK","tessellated darter","adult",18,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","degraded","North/East","Headwater"
"468","HACK","white perch","adult",2,"facultative_water","moderately_tolerant","top_carnivore","native","167678","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Moronidae",NA,NA,"Morone","Morone_americana","degraded","North/East","Headwater"
"469","HACK","white sucker","adult",1,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","degraded","North/East","Headwater"
"470","HACK","yellow bullhead","adult",7,"warm_water","tolerant","generalist","native","164041","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Ameiurus","Ameiurus_natalis","degraded","North/East","Headwater"
"471","HACK","yellow perch","adult",26,"facultative_water","moderately_tolerant","top_carnivore","native","168469","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Perca","Perca_flavescens","degraded","North/East","Headwater"
"472","HALF_2","blacknose dace","adult",8,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus","moderately degraded","North/East","Headwater"
"473","HALF_2","common shiner","adult",1,"facultative_water","moderately_tolerant","generalist","native","163836","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Luxilus","Luxilus_cornutus","moderately degraded","North/East","Headwater"
"474","HALF_2","creek chub","adult",10,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus","moderately degraded","North/East","Headwater"
"475","HALF_2","golden shiner","adult",1,"warm_water","tolerant","generalist","native","163368","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notemigonus","Notemigonus_crysoleucas","moderately degraded","North/East","Headwater"
"476","HALF_2","tessellated darter","adult",5,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","moderately degraded","North/East","Headwater"
"477","HALF_2","white sucker","adult",20,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","moderately degraded","North/East","Headwater"
"478","HLKS","blacknose dace","adult",23,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus","degraded","North/East","Headwater"
"479","HLKS","creek chub","adult",1,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus","degraded","North/East","Headwater"
"480","HLKS","fathead minnow","adult",6,"warm_water","tolerant","generalist","native","163517","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_promelas","degraded","North/East","Headwater"
"481","HLKS","longnose dace","adult",10,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","degraded","North/East","Headwater"
"482","HLKS","tessellated darter","adult",1,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","degraded","North/East","Headwater"
"483","HLKS","white sucker","adult",20,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","degraded","North/East","Headwater"
"484","HUNT","blacknose dace","adult",5,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus","degraded","North/East","Headwater"
"485","HUNT","bluegill","adult",4,"warm_water","tolerant","generalist","native","168141","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_macrochirus","degraded","North/East","Headwater"
"486","HUNT","redfin pickerel","adult",5,"warm_water","moderately_tolerant","top_carnivore","native","162140","Species","Teleostei","Protacanthopterygii","Esociformes",NA,NA,"Esocidae",NA,NA,"Esox","Esox_americanus","degraded","North/East","Headwater"
"487","HUNT","tessellated darter","adult",24,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","degraded","North/East","Headwater"
"488","HUNT","white sucker","adult",8,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","degraded","North/East","Headwater"
"489","KEND","bluegill","adult",3,"warm_water","tolerant","generalist","native","168141","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_macrochirus","degraded","North/East","Headwater"
"490","KEND","brown bullhead","adult",5,"warm_water","tolerant","generalist","native","164043","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Ameiurus","Ameiurus_nebulosus","degraded","North/East","Headwater"
"491","KEND","golden shiner","adult",12,"warm_water","tolerant","generalist","native","163368","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notemigonus","Notemigonus_crysoleucas","degraded","North/East","Headwater"
"492","KEND","largemouth bass","adult",1,"warm_water","moderately_tolerant","top_carnivore","native","168160","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_salmoides","degraded","North/East","Headwater"
"493","KEND","pumpkinseed","adult",32,"warm_water","moderately_tolerant","generalist","native","168144","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_gibbosus","degraded","North/East","Headwater"
"494","KEND","tessellated darter","adult",8,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","degraded","North/East","Headwater"
"495","KEND","yellow bullhead","adult",4,"warm_water","tolerant","generalist","native","164041","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Ameiurus","Ameiurus_natalis","degraded","North/East","Headwater"
"496","KISC","blacknose dace","adult",5,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus","degraded","North/East","Headwater"
"497","KISC","brown trout","adult",3,"cold_water","intolerant","top_carnivore","non_native","161997","Species","Teleostei","Protacanthopterygii","Salmoniformes",NA,NA,"Salmonidae","Salmoninae",NA,"Salmo","Salmo_trutta","degraded","North/East","Headwater"
"498","KISC","green sunfish","adult",1,"warm_water","tolerant","generalist","native","168132","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_cyanellus","degraded","North/East","Headwater"
"499","KISC","longnose dace","adult",1,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","degraded","North/East","Headwater"
"500","KISC","redfin pickerel","adult",1,"warm_water","moderately_tolerant","top_carnivore","native","162140","Species","Teleostei","Protacanthopterygii","Esociformes",NA,NA,"Esocidae",NA,NA,"Esox","Esox_americanus","degraded","North/East","Headwater"
"501","KISC","tessellated darter","adult",2,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","degraded","North/East","Headwater"
"502","KISC","white sucker","adult",1,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","degraded","North/East","Headwater"
"503","KISC","yellow bullhead","adult",2,"warm_water","tolerant","generalist","native","164041","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Ameiurus","Ameiurus_natalis","degraded","North/East","Headwater"
