"","site","vernacular_name","life_stage","count","water_type","tolerance","trophic_class","native","tsn","rank_name","class","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","species","gradient","basin","drainage_size"
"1","BTNT","bluntnose minnow","adult",2,"warm_water","tolerant","generalist","native","163516","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_notatus","moderately degraded","Chesapeake","Mid-Order"
"2","BTNT","brook stickleback","adult",1,"facultative_water","intolerant","water_column_insectivore","native","166399","Species","Teleostei","Acanthopterygii","Gasterosteiformes","Gasterosteoidei",NA,"Gasterosteidae",NA,NA,"Culaea","Culaea_inconstans","moderately degraded","Chesapeake","Mid-Order"
"3","BTNT","central stoneroller","adult",1,"facultative_water","tolerant","benthic_herbivore","native","163508","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Campostoma","Campostoma_anomalum","moderately degraded","Chesapeake","Mid-Order"
"4","BTNT","chain pickerel","adult",1,"warm_water","moderately_tolerant","top_carnivore","native","162143","Species","Teleostei","Protacanthopterygii","Esociformes",NA,NA,"Esocidae",NA,NA,"Esox","Esox_niger","moderately degraded","Chesapeake","Mid-Order"
"5","BTNT","comely shiner","adult",2,"warm_water","tolerant","water_column_insectivore","native","163401","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_amoenus","moderately degraded","Chesapeake","Mid-Order"
"6","BTNT","cutlips minnow","adult",1,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua","moderately degraded","Chesapeake","Mid-Order"
"7","BTNT","fallfish","adult",3,"facultative_water","moderately_tolerant","generalist","native","163375","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_corporalis","moderately degraded","Chesapeake","Mid-Order"
"8","BTNT","golden shiner","adult",1,"warm_water","tolerant","generalist","native","163368","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notemigonus","Notemigonus_crysoleucas","moderately degraded","Chesapeake","Mid-Order"
"9","BTNT","margined madtom","adult",1,"warm_water","moderately_tolerant","benthic_insectivore","native","164004","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Noturus","Noturus_insignis","moderately degraded","Chesapeake","Mid-Order"
"10","BTNT","mottled sculpin","adult",1,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii","moderately degraded","Chesapeake","Mid-Order"
"11","BTNT","northern hog sucker","adult",2,"warm_water","moderately_tolerant","generalist","native","163949","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Moxostomatini","Hypentelium","Hypentelium_nigricans","moderately degraded","Chesapeake","Mid-Order"
"12","BTNT","pumpkinseed","adult",2,"warm_water","moderately_tolerant","generalist","native","168144","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_gibbosus","moderately degraded","Chesapeake","Mid-Order"
"13","BTNT","redbreast sunfish","adult",2,"warm_water","moderately_tolerant","generalist","native","168131","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_auritus","moderately degraded","Chesapeake","Mid-Order"
"14","BTNT","river chub","adult",2,"warm_water","moderately_tolerant","generalist","native","163392","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Nocomis","Nocomis_micropogon","moderately degraded","Chesapeake","Mid-Order"
"15","BTNT","rock bass","adult",2,"facultative_water","moderately_tolerant","top_carnivore","native","168097","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Ambloplites","Ambloplites_rupestris","moderately degraded","Chesapeake","Mid-Order"
"16","BTNT","rosyface shiner","adult",3,"warm_water","intolerant","water_column_insectivore","native","163409","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_rubellus","moderately degraded","Chesapeake","Mid-Order"
"17","BTNT","shield darter","adult",2,"facultative_water","moderately_tolerant","benthic_insectivore","native","168474","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Percina","Percina_peltata","moderately degraded","Chesapeake","Mid-Order"
"18","BTNT","spotfin shiner","adult",2,"warm_water","tolerant","water_column_insectivore","native","163803","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Cyprinella","Cyprinella_spiloptera","moderately degraded","Chesapeake","Mid-Order"
"19","BTNT","tessellated darter","adult",3,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","moderately degraded","Chesapeake","Mid-Order"
"20","BTNT","white sucker","adult",1,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","moderately degraded","Chesapeake","Mid-Order"
"21","BTNT","yellow perch","adult",2,"facultative_water","moderately_tolerant","top_carnivore","native","168469","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Perca","Perca_flavescens","moderately degraded","Chesapeake","Mid-Order"
"22","CATA_3","banded darter","adult",20,"warm_water","intolerant","benthic_insectivore","native","168449","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_zonale","moderately degraded","Chesapeake","Mid-Order"
"23","CATA_3","bluntnose minnow","adult",2,"warm_water","tolerant","generalist","native","163516","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_notatus","moderately degraded","Chesapeake","Mid-Order"
"24","CATA_3","central stoneroller","adult",15,"facultative_water","tolerant","benthic_herbivore","native","163508","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Campostoma","Campostoma_anomalum","moderately degraded","Chesapeake","Mid-Order"
"25","CATA_3","common shiner","adult",1,"facultative_water","moderately_tolerant","generalist","native","163836","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Luxilus","Luxilus_cornutus","moderately degraded","Chesapeake","Mid-Order"
"26","CATA_3","cutlips minnow","adult",5,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua","moderately degraded","Chesapeake","Mid-Order"
"27","CATA_3","fallfish","adult",20,"facultative_water","moderately_tolerant","generalist","native","163375","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_corporalis","moderately degraded","Chesapeake","Mid-Order"
"28","CATA_3","greenside darter","adult",2,"warm_water","intolerant","benthic_insectivore","native","168375","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_blennioides","moderately degraded","Chesapeake","Mid-Order"
"29","CATA_3","longnose dace","adult",1,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","moderately degraded","Chesapeake","Mid-Order"
"30","CATA_3","margined madtom","adult",1,"warm_water","moderately_tolerant","benthic_insectivore","native","164004","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Noturus","Noturus_insignis","moderately degraded","Chesapeake","Mid-Order"
"31","CATA_3","mottled sculpin","adult",5,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii","moderately degraded","Chesapeake","Mid-Order"
"32","CATA_3","northern hog sucker","adult",4,"warm_water","moderately_tolerant","generalist","native","163949","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Moxostomatini","Hypentelium","Hypentelium_nigricans","moderately degraded","Chesapeake","Mid-Order"
"33","CATA_3","pumpkinseed","adult",1,"warm_water","moderately_tolerant","generalist","native","168144","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_gibbosus","moderately degraded","Chesapeake","Mid-Order"
"34","CATA_3","rock bass","adult",3,"facultative_water","moderately_tolerant","top_carnivore","native","168097","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Ambloplites","Ambloplites_rupestris","moderately degraded","Chesapeake","Mid-Order"
"35","CATA_3","rosyface shiner","adult",15,"warm_water","intolerant","water_column_insectivore","native","163409","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_rubellus","moderately degraded","Chesapeake","Mid-Order"
"36","CATA_3","shield darter","adult",10,"facultative_water","moderately_tolerant","benthic_insectivore","native","168474","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Percina","Percina_peltata","moderately degraded","Chesapeake","Mid-Order"
"37","CATA_3","smallmouth bass","adult",6,"facultative_water","moderately_tolerant","top_carnivore","native","550562","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_dolomieu","moderately degraded","Chesapeake","Mid-Order"
"38","CATA_3","spottail shiner","adult",25,"warm_water","moderately_tolerant","water_column_insectivore","native","163404","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_hudsonius","moderately degraded","Chesapeake","Mid-Order"
"39","CATA_3","swallowtail shiner","adult",20,"warm_water","moderately_tolerant","water_column_insectivore","native","163407","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_procne","moderately degraded","Chesapeake","Mid-Order"
"40","CATA_3","tessellated darter","adult",12,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","moderately degraded","Chesapeake","Mid-Order"
"41","CATA_3","white sucker","adult",25,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","moderately degraded","Chesapeake","Mid-Order"
"42","CDEA_1","bluntnose minnow","adult",2,"warm_water","tolerant","generalist","native","163516","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_notatus","degraded","Chesapeake","Mid-Order"
"43","CDEA_1","central stoneroller","adult",8,"facultative_water","tolerant","benthic_herbivore","native","163508","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Campostoma","Campostoma_anomalum","degraded","Chesapeake","Mid-Order"
"44","CDEA_1","fantail darter","adult",1,"warm_water","moderately_tolerant","benthic_insectivore","native","168394","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_flabellare","degraded","Chesapeake","Mid-Order"
"45","CDEA_1","largemouth bass","adult",40,"warm_water","moderately_tolerant","top_carnivore","native","168160","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_salmoides","degraded","Chesapeake","Mid-Order"
"46","CDEA_1","longnose dace","adult",1,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","degraded","Chesapeake","Mid-Order"
"47","CDEA_1","mottled sculpin","adult",15,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii","degraded","Chesapeake","Mid-Order"
"48","CDEA_1","pumpkinseed","adult",40,"warm_water","moderately_tolerant","generalist","native","168144","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_gibbosus","degraded","Chesapeake","Mid-Order"
"49","CHER_3","blacknose dace","adult",1,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus","reference","Chesapeake","Mid-Order"
"50","CHER_3","bluntnose minnow","adult",1,"warm_water","tolerant","generalist","native","163516","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_notatus","reference","Chesapeake","Mid-Order"
"51","CHER_3","creek chub","adult",12,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus","reference","Chesapeake","Mid-Order"
"52","CHER_3","cutlips minnow","adult",1,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua","reference","Chesapeake","Mid-Order"
"53","CHER_3","fallfish","adult",40,"facultative_water","moderately_tolerant","generalist","native","163375","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_corporalis","reference","Chesapeake","Mid-Order"
"54","CHER_3","greenside darter","adult",1,"warm_water","intolerant","benthic_insectivore","native","168375","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_blennioides","reference","Chesapeake","Mid-Order"
"55","CHER_3","largemouth bass","adult",2,"warm_water","moderately_tolerant","top_carnivore","native","168160","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_salmoides","reference","Chesapeake","Mid-Order"
"56","CHER_3","mottled sculpin","adult",10,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii","reference","Chesapeake","Mid-Order"
"57","CHER_3","northern hog sucker","adult",10,"warm_water","moderately_tolerant","generalist","native","163949","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Moxostomatini","Hypentelium","Hypentelium_nigricans","reference","Chesapeake","Mid-Order"
"58","CHER_3","river chub","adult",8,"warm_water","moderately_tolerant","generalist","native","163392","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Nocomis","Nocomis_micropogon","reference","Chesapeake","Mid-Order"
"59","CHER_3","rock bass","adult",1,"facultative_water","moderately_tolerant","top_carnivore","native","168097","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Ambloplites","Ambloplites_rupestris","reference","Chesapeake","Mid-Order"
"60","CHER_3","rosyface shiner","adult",10,"warm_water","intolerant","water_column_insectivore","native","163409","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_rubellus","reference","Chesapeake","Mid-Order"
"61","CHER_3","shield darter","adult",40,"facultative_water","moderately_tolerant","benthic_insectivore","native","168474","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Percina","Percina_peltata","reference","Chesapeake","Mid-Order"
"62","CHER_3","smallmouth bass","adult",10,"facultative_water","moderately_tolerant","top_carnivore","native","550562","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_dolomieu","reference","Chesapeake","Mid-Order"
"63","CHER_3","tessellated darter","adult",10,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","reference","Chesapeake","Mid-Order"
"64","CHER_3","white sucker","adult",50,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","reference","Chesapeake","Mid-Order"
"65","COHO_9","banded darter","adult",40,"warm_water","intolerant","benthic_insectivore","native","168449","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_zonale","moderately degraded","Chesapeake","Mid-Order"
"66","COHO_9","banded killifish","adult",15,"warm_water","tolerant","water_column_insectivore","native","165646","Species","Teleostei","Acanthopterygii","Cyprinodontiformes","Cyprinodontoidei",NA,"Fundulidae",NA,NA,"Fundulus","Fundulus_diaphanus","moderately degraded","Chesapeake","Mid-Order"
"67","COHO_9","central stoneroller","adult",160,"facultative_water","tolerant","benthic_herbivore","native","163508","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Campostoma","Campostoma_anomalum","moderately degraded","Chesapeake","Mid-Order"
"68","COHO_9","cutlips minnow","adult",1,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua","moderately degraded","Chesapeake","Mid-Order"
"69","COHO_9","longnose dace","adult",30,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","moderately degraded","Chesapeake","Mid-Order"
"70","COHO_9","margined madtom","adult",3,"warm_water","moderately_tolerant","benthic_insectivore","native","164004","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Noturus","Noturus_insignis","moderately degraded","Chesapeake","Mid-Order"
"71","COHO_9","northern hog sucker","adult",1,"warm_water","moderately_tolerant","generalist","native","163949","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Moxostomatini","Hypentelium","Hypentelium_nigricans","moderately degraded","Chesapeake","Mid-Order"
"72","COHO_9","shield darter","adult",1,"facultative_water","moderately_tolerant","benthic_insectivore","native","168474","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Percina","Percina_peltata","moderately degraded","Chesapeake","Mid-Order"
"73","COHO_9","tessellated darter","adult",2,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","moderately degraded","Chesapeake","Mid-Order"
"74","FIVM","blacknose dace","adult",5,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus","moderately degraded","Chesapeake","Mid-Order"
"75","FIVM","bluntnose minnow","adult",40,"warm_water","tolerant","generalist","native","163516","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_notatus","moderately degraded","Chesapeake","Mid-Order"
"76","FIVM","central stoneroller","adult",5,"facultative_water","tolerant","benthic_herbivore","native","163508","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Campostoma","Campostoma_anomalum","moderately degraded","Chesapeake","Mid-Order"
"77","FIVM","creek chub","adult",4,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus","moderately degraded","Chesapeake","Mid-Order"
"78","FIVM","cutlips minnow","adult",30,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua","moderately degraded","Chesapeake","Mid-Order"
"79","FIVM","fathead minnow","adult",6,"warm_water","tolerant","generalist","native","163517","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_promelas","moderately degraded","Chesapeake","Mid-Order"
"80","FIVM","largemouth bass","adult",2,"warm_water","moderately_tolerant","top_carnivore","native","168160","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Micropterus","Micropterus_salmoides","moderately degraded","Chesapeake","Mid-Order"
"81","FIVM","longnose dace","adult",2,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","moderately degraded","Chesapeake","Mid-Order"
"82","FIVM","mottled sculpin","adult",30,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii","moderately degraded","Chesapeake","Mid-Order"
"83","FIVM","northern hog sucker","adult",1,"warm_water","moderately_tolerant","generalist","native","163949","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Moxostomatini","Hypentelium","Hypentelium_nigricans","moderately degraded","Chesapeake","Mid-Order"
"84","FIVM","pumpkinseed","adult",4,"warm_water","moderately_tolerant","generalist","native","168144","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Centrarchidae",NA,NA,"Lepomis","Lepomis_gibbosus","moderately degraded","Chesapeake","Mid-Order"
"85","FIVM","tessellated darter","adult",5,"facultative_water","moderately_tolerant","benthic_insectivore","native","168360","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_olmstedi","moderately degraded","Chesapeake","Mid-Order"
"86","FIVM","white sucker","adult",25,"facultative_water","tolerant","generalist","native","553273","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Catostomini","Catostomus","Catostomus_commersonii","moderately degraded","Chesapeake","Mid-Order"
"87","MEAD","banded darter","adult",8,"warm_water","intolerant","benthic_insectivore","native","168449","Species","Teleostei","Acanthopterygii","Perciformes","Percoidei",NA,"Percidae",NA,NA,"Etheostoma","Etheostoma_zonale","reference","Chesapeake","Mid-Order"
"88","MEAD","banded killifish","adult",20,"warm_water","tolerant","water_column_insectivore","native","165646","Species","Teleostei","Acanthopterygii","Cyprinodontiformes","Cyprinodontoidei",NA,"Fundulidae",NA,NA,"Fundulus","Fundulus_diaphanus","reference","Chesapeake","Mid-Order"
"89","MEAD","blacknose dace","adult",2,"facultative_water","tolerant","generalist","native","163382","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_atratulus","reference","Chesapeake","Mid-Order"
"90","MEAD","blacknose shiner","adult",1,"facultative_water","intolerant","benthic_insectivore","native","163446","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_heterolepis","reference","Chesapeake","Mid-Order"
"91","MEAD","bluntnose minnow","adult",1,"warm_water","tolerant","generalist","native","163516","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Pimephales","Pimephales_notatus","reference","Chesapeake","Mid-Order"
"92","MEAD","central mudminnow","adult",5,"warm_water","tolerant","generalist","native","162153","Species","Teleostei","Protacanthopterygii","Esociformes",NA,NA,"Umbridae",NA,NA,"Umbra","Umbra_limi","reference","Chesapeake","Mid-Order"
"93","MEAD","central stoneroller","adult",20,"facultative_water","tolerant","benthic_herbivore","native","163508","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Campostoma","Campostoma_anomalum","reference","Chesapeake","Mid-Order"
"94","MEAD","common shiner","adult",3,"facultative_water","moderately_tolerant","generalist","native","163836","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Luxilus","Luxilus_cornutus","reference","Chesapeake","Mid-Order"
"95","MEAD","creek chub","adult",1,"facultative_water","tolerant","generalist","native","163376","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_atromaculatus","reference","Chesapeake","Mid-Order"
"96","MEAD","cutlips minnow","adult",12,"warm_water","intolerant","benthic_insectivore","non_native","163356","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Exoglossum","Exoglossum_maxillingua","reference","Chesapeake","Mid-Order"
"97","MEAD","fallfish","adult",12,"facultative_water","moderately_tolerant","generalist","native","163375","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Semotilus","Semotilus_corporalis","reference","Chesapeake","Mid-Order"
"98","MEAD","longnose dace","adult",2,"facultative_water","tolerant","generalist","native","163384","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Rhinichthys","Rhinichthys_cataractae","reference","Chesapeake","Mid-Order"
"99","MEAD","margined madtom","adult",10,"warm_water","moderately_tolerant","benthic_insectivore","native","164004","Species","Teleostei","Ostariophysi","Siluriformes",NA,NA,"Ictaluridae",NA,NA,"Noturus","Noturus_insignis","reference","Chesapeake","Mid-Order"
"100","MEAD","mimic shiner","adult",1,"warm_water","moderately_tolerant","generalist","native","163421","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cyprinoidea","Cyprinidae",NA,NA,"Notropis","Notropis_volucellus","reference","Chesapeake","Mid-Order"
"101","MEAD","mottled sculpin","adult",20,"facultative_water","moderately_tolerant","benthic_insectivore","native","167237","Species","Teleostei","Acanthopterygii","Scorpaeniformes","Cottoidei","Cottoidea","Cottidae",NA,NA,"Cottus","Cottus_bairdii","reference","Chesapeake","Mid-Order"
"102","MEAD","northern hog sucker","adult",1,"warm_water","moderately_tolerant","generalist","native","163949","Species","Teleostei","Ostariophysi","Cypriniformes",NA,"Cobitoidea","Catostomidae","Catostominae","Moxostomatini","Hypentelium","Hypentelium_nigricans","reference","Chesapeake","Mid-Order"
